
BSSID
70:3A:0E:5E:00:E1

Station MAC
2024-01-08 12:09:43
2024-01-08 12:09:43
2024-01-08 12:09:43
2024-01-08 12:09:43
2024-01-08 12:09:45
2024-01-08 12:09:45
2024-01-08 12:09:46
2024-01-08 12:09:46
2024-01-08 12:09:46
2024-01-08 12:09:46
2024-01-08 12:09:47
2024-01-08 12:09:47
2024-01-08 12:09:47
2024-01-08 12:09:47
2024-01-08 12:09:47
2024-01-08 12:09:48
2024-01-08 12:09:48
2024-01-08 12:09:48
2024-01-08 12:09:48
2024-01-08 12:09:49
2024-01-08 12:09:49
2024-01-08 12:09:49
2024-01-08 12:09:49
2024-01-08 12:09:49
2024-01-08 12:09:49
2024-01-08 12:09:50
2024-01-08 12:09:50
2024-01-08 12:09:50
2024-01-08 12:09:51
2024-01-08 12:09:52
2024-01-08 12:09:52
2024-01-08 12:09:53
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:54
2024-01-08 12:09:56
2024-01-08 12:09:56
2024-01-08 12:09:59
2024-01-08 12:09:59
2024-01-08 12:09:59
2024-01-08 12:10:00
2024-01-08 12:10:00
2024-01-08 12:10:00
2024-01-08 12:10:00
2024-01-08 12:10:02
2024-01-08 12:10:02
2024-01-08 12:10:02
2024-01-08 12:10:03
2024-01-08 12:10:03
2024-01-08 12:10:03
2024-01-08 12:10:03
2024-01-08 12:10:03
2024-01-08 12:10:04
2024-01-08 12:10:05
2024-01-08 12:10:05
2024-01-08 12:10:05
2024-01-08 12:10:07
2024-01-08 12:10:07
2024-01-08 12:10:07
2024-01-08 12:10:08
2024-01-08 12:10:08
2024-01-08 12:10:09
2024-01-08 12:10:11
2024-01-08 12:10:11
2024-01-08 12:10:11
2024-01-08 12:10:11
2024-01-08 12:10:11
2024-01-08 12:10:11
2024-01-08 12:10:11
2024-01-08 12:10:12
2024-01-08 12:10:13
2024-01-08 12:10:13
2024-01-08 12:10:14
2024-01-08 12:10:15
2024-01-08 12:10:16
2024-01-08 12:10:16
2024-01-08 12:10:17
2024-01-08 12:10:17
2024-01-08 12:10:17
2024-01-08 12:10:18
2024-01-08 12:10:18
2024-01-08 12:10:18
2024-01-08 12:10:20
2024-01-08 12:10:20
2024-01-08 12:10:22
2024-01-08 12:10:22
2024-01-08 12:10:22
2024-01-08 12:10:23
2024-01-08 12:10:23
2024-01-08 12:10:24
2024-01-08 12:10:24
2024-01-08 12:10:24
2024-01-08 12:10:25
2024-01-08 12:10:25
2024-01-08 12:10:26
2024-01-08 12:10:26
2024-01-08 12:10:26
2024-01-08 12:10:27
2024-01-08 12:10:28
2024-01-08 12:10:29
2024-01-08 12:10:29
2024-01-08 12:10:29
2024-01-08 12:10:29
2024-01-08 12:10:29
2024-01-08 12:10:29
2024-01-08 12:10:29
2024-01-08 12:10:30
2024-01-08 12:10:30
2024-01-08 12:10:31
2024-01-08 12:10:33
2024-01-08 12:10:33
2024-01-08 12:10:33
2024-01-08 12:10:33
2024-01-08 12:10:33
2024-01-08 12:10:33
2024-01-08 12:10:33
2024-01-08 12:10:34
2024-01-08 12:10:34
2024-01-08 12:10:34
2024-01-08 12:10:36
2024-01-08 12:10:36
2024-01-08 12:10:36
2024-01-08 12:10:36
2024-01-08 12:10:37
2024-01-08 12:10:39
2024-01-08 12:10:41
2024-01-08 12:10:42
2024-01-08 12:10:42
2024-01-08 12:10:42
2024-01-08 12:10:42
2024-01-08 12:10:42
2024-01-08 12:10:42
2024-01-08 12:10:42
2024-01-08 12:10:42
2024-01-08 12:10:43
2024-01-08 12:10:43
2024-01-08 12:10:43
2024-01-08 12:10:44
2024-01-08 12:10:44
2024-01-08 12:10:44
2024-01-08 12:10:44
2024-01-08 12:10:46
2024-01-08 12:10:46
2024-01-08 12:10:46
2024-01-08 12:10:46
2024-01-08 12:10:46
2024-01-08 12:10:46
2024-01-08 12:10:48
2024-01-08 12:10:48
2024-01-08 12:10:48
2024-01-08 12:10:48
2024-01-08 12:10:49
2024-01-08 12:10:49
2024-01-08 12:10:50
2024-01-08 12:10:50
2024-01-08 12:10:50
2024-01-08 12:10:50
2024-01-08 12:10:50
2024-01-08 12:10:50
2024-01-08 12:10:50
2024-01-08 12:10:51
2024-01-08 12:10:51
2024-01-08 12:10:53
2024-01-08 12:10:56
2024-01-08 12:10:57
2024-01-08 12:10:57
2024-01-08 12:10:57
2024-01-08 12:10:57
2024-01-08 12:10:58
2024-01-08 12:10:58
2024-01-08 12:10:58
2024-01-08 12:10:58
2024-01-08 12:10:58
2024-01-08 12:10:59
2024-01-08 12:10:59
2024-01-08 12:11:00
2024-01-08 12:11:01
2024-01-08 12:11:01
2024-01-08 12:11:01
2024-01-08 12:11:01
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:02
2024-01-08 12:11:04
2024-01-08 12:11:04
2024-01-08 12:11:04
2024-01-08 12:11:04
2024-01-08 12:11:04
2024-01-08 12:11:04
2024-01-08 12:11:04
2024-01-08 12:11:05
2024-01-08 12:11:05
2024-01-08 12:11:06
2024-01-08 12:11:06
2024-01-08 12:11:06
2024-01-08 12:11:07
2024-01-08 12:11:09
2024-01-08 12:11:09
2024-01-08 12:11:09
2024-01-08 12:11:09
2024-01-08 12:11:12
2024-01-08 12:11:13
2024-01-08 12:11:13
2024-01-08 12:11:13
2024-01-08 12:11:13
2024-01-08 12:11:14
2024-01-08 12:11:15
2024-01-08 12:11:15
2024-01-08 12:11:15
2024-01-08 12:11:15
2024-01-08 12:11:15
2024-01-08 12:11:16
2024-01-08 12:11:16
2024-01-08 12:11:16
2024-01-08 12:11:17
2024-01-08 12:11:17
2024-01-08 12:11:20
2024-01-08 12:11:20
2024-01-08 12:11:20
2024-01-08 12:11:20
2024-01-08 12:11:20
2024-01-08 12:11:21
2024-01-08 12:11:21
2024-01-08 12:11:21
2024-01-08 12:11:23
2024-01-08 12:11:24
2024-01-08 12:11:24
2024-01-08 12:11:24
2024-01-08 12:11:24
2024-01-08 12:11:24
2024-01-08 12:11:25
2024-01-08 12:11:25
2024-01-08 12:11:25
2024-01-08 12:11:26
2024-01-08 12:11:26
2024-01-08 12:11:26
2024-01-08 12:11:27
2024-01-08 12:11:27
2024-01-08 12:11:28
2024-01-08 12:11:28
2024-01-08 12:11:28
2024-01-08 12:11:29
2024-01-08 12:11:29
2024-01-08 12:11:29
2024-01-08 12:11:30
2024-01-08 12:11:30
2024-01-08 12:11:30
2024-01-08 12:11:30
2024-01-08 12:11:30
2024-01-08 12:11:31
2024-01-08 12:11:31
2024-01-08 12:11:31
2024-01-08 12:11:31
2024-01-08 12:11:31
2024-01-08 12:11:34
2024-01-08 12:11:34
2024-01-08 12:11:34
2024-01-08 12:11:34
2024-01-08 12:11:34
2024-01-08 12:11:34
2024-01-08 12:11:35
2024-01-08 12:11:35
2024-01-08 12:11:35
2024-01-08 12:11:36
2024-01-08 12:11:36
2024-01-08 12:11:36
2024-01-08 12:11:36
2024-01-08 12:11:36
2024-01-08 12:11:36
2024-01-08 12:11:36
2024-01-08 12:11:37
2024-01-08 12:11:37
2024-01-08 12:11:38
2024-01-08 12:11:38
2024-01-08 12:11:38
2024-01-08 12:11:38
2024-01-08 12:11:39
2024-01-08 12:11:39
2024-01-08 12:11:40
2024-01-08 12:11:40
2024-01-08 12:11:40
2024-01-08 12:11:40
2024-01-08 12:11:40
2024-01-08 12:11:40
2024-01-08 12:11:40
2024-01-08 12:11:40
2024-01-08 12:11:41
2024-01-08 12:11:42
2024-01-08 12:11:43
2024-01-08 12:11:43
2024-01-08 12:11:43
2024-01-08 12:11:45
2024-01-08 12:11:45
2024-01-08 12:11:45
2024-01-08 12:11:47
2024-01-08 12:11:47
2024-01-08 12:11:48
2024-01-08 12:11:49
2024-01-08 12:11:49
2024-01-08 12:11:51
2024-01-08 12:11:51
2024-01-08 12:11:51
2024-01-08 12:11:52
2024-01-08 12:11:52
2024-01-08 12:11:52
2024-01-08 12:11:53
2024-01-08 12:11:53
2024-01-08 12:11:53
2024-01-08 12:11:53
2024-01-08 12:11:54
2024-01-08 12:11:54
2024-01-08 12:11:54
2024-01-08 12:11:54
2024-01-08 12:11:56
2024-01-08 12:11:57
2024-01-08 12:11:58
2024-01-08 12:11:58
2024-01-08 12:11:58
2024-01-08 12:11:58
2024-01-08 12:11:59
2024-01-08 12:11:59
2024-01-08 12:11:59
2024-01-08 12:11:59
2024-01-08 12:11:59
2024-01-08 12:11:59
2024-01-08 12:11:59
2024-01-08 12:12:00
2024-01-08 12:12:01
2024-01-08 12:12:01
2024-01-08 12:12:02
2024-01-08 12:12:02
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:03
2024-01-08 12:12:04
2024-01-08 12:12:07
2024-01-08 12:12:07
2024-01-08 12:12:08
2024-01-08 12:12:09
2024-01-08 12:12:09
2024-01-08 12:12:09
2024-01-08 12:12:09
2024-01-08 12:12:09
2024-01-08 12:12:12
2024-01-08 12:12:12
2024-01-08 12:12:13
2024-01-08 12:12:13
2024-01-08 12:12:13
2024-01-08 12:12:14
2024-01-08 12:12:15
2024-01-08 12:12:15
2024-01-08 12:12:17
2024-01-08 12:12:17
2024-01-08 12:12:17
2024-01-08 12:12:18
2024-01-08 12:12:18
2024-01-08 12:12:19
2024-01-08 12:12:19
2024-01-08 12:12:20
2024-01-08 12:12:20
2024-01-08 12:12:20
2024-01-08 12:12:20
2024-01-08 12:12:20
2024-01-08 12:12:21
2024-01-08 12:12:21
2024-01-08 12:12:21
2024-01-08 12:12:22
2024-01-08 12:12:22
2024-01-08 12:12:22
2024-01-08 12:12:22
2024-01-08 12:12:23
2024-01-08 12:12:23
2024-01-08 12:12:23
2024-01-08 12:12:23
2024-01-08 12:12:23
2024-01-08 12:12:23
2024-01-08 12:12:23
2024-01-08 12:12:26
2024-01-08 12:12:26
2024-01-08 12:12:26
2024-01-08 12:12:26
2024-01-08 12:12:27
2024-01-08 12:12:28
2024-01-08 12:12:28
2024-01-08 12:12:29
2024-01-08 12:12:30
2024-01-08 12:12:30
2024-01-08 12:12:30
2024-01-08 12:12:30
2024-01-08 12:12:30
2024-01-08 12:12:31
2024-01-08 12:12:31
2024-01-08 12:12:31
2024-01-08 12:12:33
2024-01-08 12:12:33
2024-01-08 12:12:33
2024-01-08 12:12:33
2024-01-08 12:12:33
2024-01-08 12:12:34
2024-01-08 12:12:34
2024-01-08 12:12:34
2024-01-08 12:12:34
2024-01-08 12:12:34
2024-01-08 12:12:35
2024-01-08 12:12:35
2024-01-08 12:12:37
2024-01-08 12:12:37
2024-01-08 12:12:37
2024-01-08 12:12:37
2024-01-08 12:12:37
2024-01-08 12:12:37
2024-01-08 12:12:37
2024-01-08 12:12:37
2024-01-08 12:12:38
2024-01-08 12:12:38
2024-01-08 12:12:38
2024-01-08 12:12:38
2024-01-08 12:12:38
2024-01-08 12:12:39
2024-01-08 12:12:39
2024-01-08 12:12:40
2024-01-08 12:12:40
2024-01-08 12:12:40
2024-01-08 12:12:40
2024-01-08 12:12:40
2024-01-08 12:12:40
2024-01-08 12:12:41
2024-01-08 12:12:41
2024-01-08 12:12:41
2024-01-08 12:12:41
2024-01-08 12:12:41
2024-01-08 12:12:41
2024-01-08 12:12:42
2024-01-08 12:12:42
2024-01-08 12:12:43
2024-01-08 12:12:43
2024-01-08 12:12:44
2024-01-08 12:12:44
2024-01-08 12:12:44
2024-01-08 12:12:45
2024-01-08 12:12:45
2024-01-08 12:12:45
2024-01-08 12:12:46
2024-01-08 12:12:47
2024-01-08 12:12:47
2024-01-08 12:12:47
2024-01-08 12:12:47
2024-01-08 12:12:47
2024-01-08 12:12:48
2024-01-08 12:12:48
2024-01-08 12:12:49
2024-01-08 12:12:49
2024-01-08 12:12:49
2024-01-08 12:12:50
2024-01-08 12:12:50
2024-01-08 12:12:51
2024-01-08 12:12:51
2024-01-08 12:12:51
2024-01-08 12:12:52
2024-01-08 12:12:52
2024-01-08 12:12:52
2024-01-08 12:12:52
2024-01-08 12:12:52
2024-01-08 12:12:53
2024-01-08 12:12:54
2024-01-08 12:12:54
2024-01-08 12:12:54
2024-01-08 12:12:54
2024-01-08 12:12:54
2024-01-08 12:12:54
2024-01-08 12:12:54
2024-01-08 12:12:55
2024-01-08 12:12:55
2024-01-08 12:12:55
2024-01-08 12:12:55
2024-01-08 12:12:55
2024-01-08 12:12:56
2024-01-08 12:12:58
2024-01-08 12:12:58
2024-01-08 12:12:58
2024-01-08 12:13:00
2024-01-08 12:13:00
2024-01-08 12:13:02
2024-01-08 12:13:03
2024-01-08 12:13:03
2024-01-08 12:13:03
2024-01-08 12:13:06
2024-01-08 12:13:06
2024-01-08 12:13:06
2024-01-08 12:13:06
2024-01-08 12:13:06
2024-01-08 12:13:06
2024-01-08 12:13:07
2024-01-08 12:13:07
2024-01-08 12:13:07
2024-01-08 12:13:07
2024-01-08 12:13:08
2024-01-08 12:13:09
2024-01-08 12:13:10
2024-01-08 12:13:11
2024-01-08 12:13:12
2024-01-08 12:13:12
2024-01-08 12:13:12
2024-01-08 12:13:14
2024-01-08 12:13:15
2024-01-08 12:13:15
2024-01-08 12:13:15
2024-01-08 12:13:15
2024-01-08 12:13:16
2024-01-08 12:13:16
2024-01-08 12:13:17
2024-01-08 12:13:17
2024-01-08 12:13:17
2024-01-08 12:13:17
2024-01-08 12:13:18
2024-01-08 12:13:18
2024-01-08 12:13:18
2024-01-08 12:13:19
2024-01-08 12:13:19
2024-01-08 12:13:19
2024-01-08 12:13:22
2024-01-08 12:13:23
2024-01-08 12:13:23
2024-01-08 12:13:23
2024-01-08 12:13:23
2024-01-08 12:13:23
2024-01-08 12:13:23
2024-01-08 12:13:23
2024-01-08 12:13:23
2024-01-08 12:13:24
2024-01-08 12:13:24
2024-01-08 12:13:24
2024-01-08 12:13:25
2024-01-08 12:13:26
2024-01-08 12:13:26
2024-01-08 12:13:26
2024-01-08 12:13:26
2024-01-08 12:13:27
2024-01-08 12:13:29
2024-01-08 12:13:29
2024-01-08 12:13:30
2024-01-08 12:13:30
2024-01-08 12:13:30
2024-01-08 12:13:31
2024-01-08 12:13:31
2024-01-08 12:13:35
2024-01-08 12:13:35
2024-01-08 12:13:35
2024-01-08 12:13:36
2024-01-08 12:13:38
2024-01-08 12:13:39
2024-01-08 12:13:40
2024-01-08 12:13:41
2024-01-08 12:13:42
2024-01-08 12:13:42
2024-01-08 12:13:44
2024-01-08 12:13:44
2024-01-08 12:13:45
2024-01-08 12:13:46
2024-01-08 12:13:46
2024-01-08 12:13:48
2024-01-08 12:13:48
2024-01-08 12:13:48
2024-01-08 12:13:49
2024-01-08 12:13:49
2024-01-08 12:13:50
2024-01-08 12:13:50
2024-01-08 12:13:50
2024-01-08 12:13:50
2024-01-08 12:13:50
2024-01-08 12:13:50
2024-01-08 12:13:50
2024-01-08 12:13:51
2024-01-08 12:13:52
2024-01-08 12:13:52
2024-01-08 12:13:52
2024-01-08 12:13:52
2024-01-08 12:13:52
2024-01-08 12:13:52
2024-01-08 12:13:52
2024-01-08 12:13:52
2024-01-08 12:13:53
2024-01-08 12:13:54
2024-01-08 12:13:54
2024-01-08 12:13:55
2024-01-08 12:13:55
2024-01-08 12:13:56
2024-01-08 12:13:57
2024-01-08 12:13:58
2024-01-08 12:13:58
2024-01-08 12:13:58
2024-01-08 12:13:59
2024-01-08 12:13:59
2024-01-08 12:13:59
2024-01-08 12:13:59
2024-01-08 12:13:59
2024-01-08 12:14:00
2024-01-08 12:14:00
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:01
2024-01-08 12:14:02
2024-01-08 12:14:03
2024-01-08 12:14:03
2024-01-08 12:14:04
2024-01-08 12:14:05
2024-01-08 12:14:05
2024-01-08 12:14:05
2024-01-08 12:14:05
2024-01-08 12:14:05
2024-01-08 12:14:06
2024-01-08 12:14:07
2024-01-08 12:14:07
2024-01-08 12:14:07
2024-01-08 12:14:07
2024-01-08 12:14:07
2024-01-08 12:14:08
2024-01-08 12:14:09
2024-01-08 12:14:09
2024-01-08 12:14:09
2024-01-08 12:14:10
2024-01-08 12:14:11
2024-01-08 12:14:11
2024-01-08 12:14:11
2024-01-08 12:14:11
2024-01-08 12:14:12
2024-01-08 12:14:12
2024-01-08 12:14:12
2024-01-08 12:14:13
2024-01-08 12:14:13
2024-01-08 12:14:14
2024-01-08 12:14:14
2024-01-08 12:14:14
2024-01-08 12:14:15
2024-01-08 12:14:15
2024-01-08 12:14:16
2024-01-08 12:14:16
2024-01-08 12:14:16
2024-01-08 12:14:16
2024-01-08 12:14:17
2024-01-08 12:14:17
2024-01-08 12:14:17
2024-01-08 12:14:17
2024-01-08 12:14:18
2024-01-08 12:14:18
2024-01-08 12:14:18
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:21
2024-01-08 12:14:23
2024-01-08 12:14:24
2024-01-08 12:14:24
2024-01-08 12:14:24
2024-01-08 12:14:24
2024-01-08 12:14:24
2024-01-08 12:14:24
2024-01-08 12:14:25
2024-01-08 12:14:25
2024-01-08 12:14:25
2024-01-08 12:14:25
2024-01-08 12:14:25
2024-01-08 12:14:25
2024-01-08 12:14:25
2024-01-08 12:14:26
2024-01-08 12:14:26
2024-01-08 12:14:26
2024-01-08 12:14:27
2024-01-08 12:14:28
2024-01-08 12:14:28
2024-01-08 12:14:28
2024-01-08 12:14:28
2024-01-08 12:14:28
2024-01-08 12:14:28
2024-01-08 12:14:28
2024-01-08 12:14:28
2024-01-08 12:14:30
2024-01-08 12:14:31
2024-01-08 12:14:31
2024-01-08 12:14:31
2024-01-08 12:14:31
2024-01-08 12:14:31
2024-01-08 12:14:32
2024-01-08 12:14:32
2024-01-08 12:14:33
2024-01-08 12:14:34
2024-01-08 12:14:35
2024-01-08 12:14:35
2024-01-08 12:14:35
2024-01-08 12:14:35
2024-01-08 12:14:36
2024-01-08 12:14:36
2024-01-08 12:14:36
2024-01-08 12:14:36
2024-01-08 12:14:36
2024-01-08 12:14:36
2024-01-08 12:14:36
2024-01-08 12:14:37
2024-01-08 12:14:37
2024-01-08 12:14:37
2024-01-08 12:14:37
2024-01-08 12:14:37
2024-01-08 12:14:37
2024-01-08 12:14:37
2024-01-08 12:14:37
2024-01-08 12:14:38
2024-01-08 12:14:38
2024-01-08 12:14:38
2024-01-08 12:14:38
2024-01-08 12:14:39
2024-01-08 12:14:39
2024-01-08 12:14:40
2024-01-08 12:14:40
2024-01-08 12:14:40
2024-01-08 12:14:40
2024-01-08 12:14:41
2024-01-08 12:14:41
2024-01-08 12:14:42
2024-01-08 12:14:42
2024-01-08 12:14:42
2024-01-08 12:14:42
2024-01-08 12:14:42
2024-01-08 12:14:42
2024-01-08 12:14:43
2024-01-08 12:14:43
2024-01-08 12:14:43
2024-01-08 12:14:47
2024-01-08 12:14:48
2024-01-08 12:14:48
2024-01-08 12:14:48
2024-01-08 12:14:48
2024-01-08 12:14:48
2024-01-08 12:14:48
2024-01-08 12:14:48
2024-01-08 12:14:48
2024-01-08 12:14:51
2024-01-08 12:14:52
2024-01-08 12:14:52
2024-01-08 12:14:53
2024-01-08 12:14:54
2024-01-08 12:14:54
2024-01-08 12:14:54
2024-01-08 12:14:55
2024-01-08 12:14:55
2024-01-08 12:14:55
2024-01-08 12:14:55
2024-01-08 12:14:55
2024-01-08 12:14:58
2024-01-08 12:14:58
2024-01-08 12:14:58
2024-01-08 12:14:58
2024-01-08 12:14:59
2024-01-08 12:14:59
2024-01-08 12:14:59
2024-01-08 12:14:59
2024-01-08 12:15:00
2024-01-08 12:15:00
2024-01-08 12:15:02
2024-01-08 12:15:03
2024-01-08 12:15:03
2024-01-08 12:15:03
2024-01-08 12:15:04
2024-01-08 12:15:04
2024-01-08 12:15:05
2024-01-08 12:15:05
2024-01-08 12:15:06
2024-01-08 12:15:07
2024-01-08 12:15:08
2024-01-08 12:15:08
2024-01-08 12:15:08
2024-01-08 12:15:08
2024-01-08 12:15:08
2024-01-08 12:15:08
2024-01-08 12:15:08
2024-01-08 12:15:08
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:09
2024-01-08 12:15:10
2024-01-08 12:15:10
2024-01-08 12:15:10
2024-01-08 12:15:10
2024-01-08 12:15:11
2024-01-08 12:15:11
2024-01-08 12:15:11
2024-01-08 12:15:12
2024-01-08 12:15:12
2024-01-08 12:15:12
2024-01-08 12:15:12
2024-01-08 12:15:12
2024-01-08 12:15:14
2024-01-08 12:15:14
2024-01-08 12:15:14
2024-01-08 12:15:14
2024-01-08 12:15:15
2024-01-08 12:15:15
2024-01-08 12:15:15
2024-01-08 12:15:15
2024-01-08 12:15:16
2024-01-08 12:15:16
2024-01-08 12:15:16
2024-01-08 12:15:16
2024-01-08 12:15:16
2024-01-08 12:15:16
2024-01-08 12:15:16
2024-01-08 12:15:17
2024-01-08 12:15:17
2024-01-08 12:15:18
2024-01-08 12:15:18
2024-01-08 12:15:18
2024-01-08 12:15:18
2024-01-08 12:15:18
2024-01-08 12:15:18
2024-01-08 12:15:19
2024-01-08 12:15:19
2024-01-08 12:15:19
2024-01-08 12:15:19
2024-01-08 12:15:19
2024-01-08 12:15:22
2024-01-08 12:15:22
2024-01-08 12:15:23
2024-01-08 12:15:23
2024-01-08 12:15:23
2024-01-08 12:15:23
2024-01-08 12:15:25
2024-01-08 12:15:25
2024-01-08 12:15:25
2024-01-08 12:15:25
2024-01-08 12:15:25
2024-01-08 12:15:25
2024-01-08 12:15:25
2024-01-08 12:15:25
2024-01-08 12:15:26
2024-01-08 12:15:27
2024-01-08 12:15:29
2024-01-08 12:15:29
2024-01-08 12:15:29
2024-01-08 12:15:29
2024-01-08 12:15:30
2024-01-08 12:15:30
2024-01-08 12:15:30
2024-01-08 12:15:30
2024-01-08 12:15:33
2024-01-08 12:15:33
2024-01-08 12:15:33
2024-01-08 12:15:34
2024-01-08 12:15:34
2024-01-08 12:15:35
2024-01-08 12:15:36
2024-01-08 12:15:36
2024-01-08 12:15:36
2024-01-08 12:15:37
2024-01-08 12:15:37
2024-01-08 12:15:37
2024-01-08 12:15:37
2024-01-08 12:15:37
2024-01-08 12:15:37
2024-01-08 12:15:37
2024-01-08 12:15:38
2024-01-08 12:15:38
2024-01-08 12:15:38
2024-01-08 12:15:38
2024-01-08 12:15:38
2024-01-08 12:15:39
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:40
2024-01-08 12:15:41
2024-01-08 12:15:41
2024-01-08 12:15:42
2024-01-08 12:15:42
2024-01-08 12:15:43
2024-01-08 12:15:45
2024-01-08 12:15:45
2024-01-08 12:15:45
2024-01-08 12:15:46
2024-01-08 12:15:46
2024-01-08 12:15:46
2024-01-08 12:15:46
2024-01-08 12:15:47
2024-01-08 12:15:47
2024-01-08 12:15:47
2024-01-08 12:15:47
2024-01-08 12:15:47
2024-01-08 12:15:48
2024-01-08 12:15:49
2024-01-08 12:15:49
2024-01-08 12:15:49
2024-01-08 12:15:49
2024-01-08 12:15:50
2024-01-08 12:15:50
2024-01-08 12:15:53
2024-01-08 12:15:53
2024-01-08 12:15:53
2024-01-08 12:15:53
2024-01-08 12:15:53
2024-01-08 12:15:53
2024-01-08 12:15:53
2024-01-08 12:15:53
2024-01-08 12:15:54
2024-01-08 12:15:54
2024-01-08 12:15:55
2024-01-08 12:15:56
2024-01-08 12:15:57
2024-01-08 12:15:57
2024-01-08 12:15:57
2024-01-08 12:15:57
2024-01-08 12:15:57
2024-01-08 12:15:57
2024-01-08 12:15:58
2024-01-08 12:15:58
2024-01-08 12:15:58
2024-01-08 12:15:58
2024-01-08 12:16:01
2024-01-08 12:16:01
2024-01-08 12:16:01
2024-01-08 12:16:01
2024-01-08 12:16:01
2024-01-08 12:16:01
2024-01-08 12:16:02
2024-01-08 12:16:02
2024-01-08 12:16:03
2024-01-08 12:16:04
2024-01-08 12:16:04
2024-01-08 12:16:04
2024-01-08 12:16:05
2024-01-08 12:16:05
2024-01-08 12:16:05
2024-01-08 12:16:05
2024-01-08 12:16:05
2024-01-08 12:16:05
2024-01-08 12:16:05
2024-01-08 12:16:05
2024-01-08 12:16:06
2024-01-08 12:16:06
2024-01-08 12:16:06
2024-01-08 12:16:07
2024-01-08 12:16:07
2024-01-08 12:16:07
2024-01-08 12:16:08
2024-01-08 12:16:08
2024-01-08 12:16:08
2024-01-08 12:16:08
2024-01-08 12:16:08
2024-01-08 12:16:09
2024-01-08 12:16:09
2024-01-08 12:16:09
2024-01-08 12:16:09
2024-01-08 12:16:10
2024-01-08 12:16:10
2024-01-08 12:16:10
2024-01-08 12:16:10
2024-01-08 12:16:11
2024-01-08 12:16:11
2024-01-08 12:16:12
2024-01-08 12:16:12
2024-01-08 12:16:12
2024-01-08 12:16:12
2024-01-08 12:16:13
2024-01-08 12:16:13
2024-01-08 12:16:13
2024-01-08 12:16:13
2024-01-08 12:16:14
2024-01-08 12:16:14
2024-01-08 12:16:14
2024-01-08 12:16:14
2024-01-08 12:16:14
2024-01-08 12:16:15
2024-01-08 12:16:16
2024-01-08 12:16:16
2024-01-08 12:16:16
2024-01-08 12:16:16
2024-01-08 12:16:17
2024-01-08 12:16:17
2024-01-08 12:16:18
2024-01-08 12:16:19
2024-01-08 12:16:20
2024-01-08 12:16:20
2024-01-08 12:16:20
2024-01-08 12:16:20
2024-01-08 12:16:20
2024-01-08 12:16:24
2024-01-08 12:16:24
2024-01-08 12:16:25
2024-01-08 12:16:25
2024-01-08 12:16:25
2024-01-08 12:16:25
2024-01-08 12:16:26
2024-01-08 12:16:26
2024-01-08 12:16:26
2024-01-08 12:16:27
2024-01-08 12:16:30
2024-01-08 12:16:30
2024-01-08 12:16:31
2024-01-08 12:16:31
2024-01-08 12:16:32
2024-01-08 12:16:34
2024-01-08 12:16:35
2024-01-08 12:16:36
2024-01-08 12:16:36
2024-01-08 12:16:36
2024-01-08 12:16:37
2024-01-08 12:16:38
2024-01-08 12:16:39
2024-01-08 12:16:39
2024-01-08 12:16:39
2024-01-08 12:16:40
2024-01-08 12:16:40
2024-01-08 12:16:40
2024-01-08 12:16:41
2024-01-08 12:16:42
2024-01-08 12:16:43
2024-01-08 12:16:45
2024-01-08 12:16:47
2024-01-08 12:16:47
2024-01-08 12:16:47
2024-01-08 12:16:47
2024-01-08 12:16:47
